State,state2,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,PENNSYLVANIA ,Warren,0,0,0,0,0,0,0,0,0,0
,PENNSYLVANIA ,Wayne,0,0,0,0,0,0,0,0,0,0
SOUTH CAROLINA - Metropolitan Counties,SOUTH CAROLINA ,Aiken,478,10,97,42,329,"2,881",860,"1,654",367,6
,SOUTH CAROLINA ,Anderson,740,13,68,87,572,"5,402","1,120","3,575",707,31
,SOUTH CAROLINA ,Beaufort,645,8,52,48,537,"2,199",425,"1,585",189,7
,SOUTH CAROLINA ,Berkeley,384,4,41,48,291,"2,516",539,"1,655",322,14
,SOUTH CAROLINA ,Calhoun,59,1,14,4,40,297,76,180,41,1
,SOUTH CAROLINA ,Chester,111,1,5,10,95,574,140,397,37,1
,SOUTH CAROLINA ,Clarendon,122,3,12,8,99,743,209,472,62,2
,SOUTH CAROLINA ,Darlington,372,4,23,40,305,"1,714",608,947,159,11
,SOUTH CAROLINA ,Fairfield,130,0,7,8,115,455,129,279,47,5
,SOUTH CAROLINA ,Florence,527,16,70,65,376,"2,270",549,"1,518",203,15
,SOUTH CAROLINA ,Greenville,"1,621",19,220,271,"1,111","8,677","1,808","5,864","1,005",39
,SOUTH CAROLINA ,Horry,3,0,1,0,2,3,0,3,0,1
,SOUTH CAROLINA ,Horry County Police Department,889,21,172,118,578,"5,991","1,105","4,282",604,44
,SOUTH CAROLINA ,Kershaw,120,2,18,13,87,"1,016",207,710,99,5
,SOUTH CAROLINA ,Lancaster,260,3,44,28,185,"1,798",442,"1,264",92,7
,SOUTH CAROLINA ,Lexington,549,9,70,75,395,"5,064",947,"3,446",671,11
,SOUTH CAROLINA ,Pickens,286,4,34,21,227,"1,571",466,899,206,6
,SOUTH CAROLINA ,Richland,"2,050",27,134,283,"1,606","9,865","1,715","6,805","1,345",31
,SOUTH CAROLINA ,Saluda,39,0,2,4,33,193,64,110,19,1
,SOUTH CAROLINA ,Spartanburg,986,20,54,95,817,"4,149","1,217","2,619",313,33
,SOUTH CAROLINA ,Sumter,426,3,14,35,374,"1,740",503,"1,067",170,14
,SOUTH CAROLINA ,York,375,5,42,30,298,"2,482",567,"1,696",219,15
SOUTH CAROLINA - Nonmetropolitan Counties,SOUTH CAROLINA ,Bamberg,13,0,8,0,5,127,52,58,17,1
,SOUTH CAROLINA ,Barnwell,56,2,1,4,49,228,70,137,21,4
,SOUTH CAROLINA ,Dillon,147,5,8,25,109,556,195,296,65,0
,SOUTH CAROLINA ,Georgetown,153,4,33,10,106,"1,077",308,657,112,7
,SOUTH CAROLINA ,Greenwood,231,5,26,16,184,"1,087",220,792,75,2
,SOUTH CAROLINA ,Hampton,44,3,8,3,30,242,83,139,20,6
,SOUTH CAROLINA ,Lee,43,0,5,2,36,296,112,154,30,1
,SOUTH CAROLINA ,Marion,101,1,3,7,90,481,166,269,46,2
,SOUTH CAROLINA ,Marlboro,67,0,8,4,55,326,89,207,30,3
,SOUTH CAROLINA ,McCormick,19,1,5,1,12,70,12,51,7,1
,SOUTH CAROLINA ,Newberry,56,0,4,6,46,301,85,197,19,0
,SOUTH CAROLINA ,Oconee,137,4,25,7,101,"1,785",414,"1,185",186,9
,SOUTH CAROLINA ,Orangeburg,351,5,30,50,266,"2,680",901,"1,511",268,9
,SOUTH CAROLINA ,Union,73,1,8,3,61,496,120,348,28,2
SOUTH DAKOTA - Metropolitan Counties,SOUTH DAKOTA ,Lincoln,16,0,4,0,12,240,95,135,10,0
,SOUTH DAKOTA ,McCook,6,0,3,0,3,44,17,23,4,0
,SOUTH DAKOTA ,Meade,22,0,2,0,20,140,38,91,11,0
,SOUTH DAKOTA ,Minnehaha,52,0,8,0,44,307,94,181,32,1
,SOUTH DAKOTA ,Pennington,134,0,77,1,56,409,95,269,45,0
,SOUTH DAKOTA ,Turner,7,0,4,0,3,31,14,14,3,1
,SOUTH DAKOTA ,Union,10,0,3,0,7,48,5,36,7,0
SOUTH DAKOTA - Nonmetropolitan Counties,SOUTH DAKOTA ,Aurora,3,0,2,0,1,4,3,1,0,0
,SOUTH DAKOTA ,Beadle,3,0,0,0,3,14,4,5,5,0
,SOUTH DAKOTA ,Bennett,0,0,0,0,0,3,0,1,2,0
,SOUTH DAKOTA ,Bon Homme,0,0,0,0,0,0,0,0,0,0
,SOUTH DAKOTA ,Brookings,7,0,0,0,7,52,14,37,1,2
,SOUTH DAKOTA ,Brown,17,0,2,0,15,26,9,15,2,0
,SOUTH DAKOTA ,Brule,4,0,0,0,4,2,1,1,0,0
,SOUTH DAKOTA ,Butte,9,0,0,0,9,40,3,35,2,0
,SOUTH DAKOTA ,Campbell,1,0,0,0,1,2,1,0,1,0
,SOUTH DAKOTA ,Charles Mix,14,0,0,0,14,39,12,22,5,0
,SOUTH DAKOTA ,Clark,1,0,0,0,1,2,0,2,0,0
,SOUTH DAKOTA ,Clay,6,0,4,0,2,39,6,29,4,0
,SOUTH DAKOTA ,Codington,16,1,4,0,11,25,4,17,4,0
,SOUTH DAKOTA ,Corson,4,0,0,0,4,40,13,22,5,4
,SOUTH DAKOTA ,Custer,11,0,5,1,5,72,11,53,8,0
,SOUTH DAKOTA ,Davison,4,0,1,0,3,15,5,8,2,0
,SOUTH DAKOTA ,Day,0,0,0,0,0,0,0,0,0,0
,SOUTH DAKOTA ,Deuel,1,0,0,0,1,10,3,7,0,0
,SOUTH DAKOTA ,Dewey,5,0,0,0,5,2,0,1,1,0
,SOUTH DAKOTA ,Edmunds,1,0,0,0,1,0,0,0,0,0
,SOUTH DAKOTA ,Gregory,3,0,1,0,2,2,0,2,0,0
,SOUTH DAKOTA ,Hamlin,8,0,1,0,7,37,6,28,3,0
,SOUTH DAKOTA ,Hanson,0,0,0,0,0,8,2,4,2,0
,SOUTH DAKOTA ,Harding,0,0,0,0,0,2,1,1,0,0
,SOUTH DAKOTA ,Hughes,4,0,0,0,4,13,5,8,0,0
,SOUTH DAKOTA ,Hutchinson,0,0,0,0,0,6,3,2,1,0
,SOUTH DAKOTA ,Hyde,0,0,0,0,0,0,0,0,0,0
,SOUTH DAKOTA ,Jackson,1,0,0,0,1,0,0,0,0,0
,SOUTH DAKOTA ,Jerauld,1,0,0,0,1,3,2,1,0,0
,SOUTH DAKOTA ,Jones,0,0,0,0,0,4,0,3,1,0
,SOUTH DAKOTA ,Kingsbury,0,0,0,0,0,2,2,0,0,0
,SOUTH DAKOTA ,Lake,7,0,2,1,4,35,8,24,3,0
,SOUTH DAKOTA ,Lawrence,6,0,4,0,2,96,18,78,0,0
,SOUTH DAKOTA ,Lyman,1,0,0,0,1,11,5,6,0,0
,SOUTH DAKOTA ,Marshall,7,0,0,0,7,31,17,14,0,0
,SOUTH DAKOTA ,McPherson,0,0,0,0,0,11,1,7,3,0
,SOUTH DAKOTA ,Mellette,0,0,0,0,0,0,0,0,0,0
,SOUTH DAKOTA ,Miner,1,0,0,0,1,8,7,1,0,0
,SOUTH DAKOTA ,Moody,2,0,0,0,2,8,3,5,0,0
,SOUTH DAKOTA ,Perkins,1,0,0,1,0,13,3,9,1,0
,SOUTH DAKOTA ,Potter,0,0,0,0,0,0,0,0,0,0
,SOUTH DAKOTA ,Roberts,3,0,0,0,3,9,2,2,5,1
,SOUTH DAKOTA ,Sanborn,1,0,0,0,1,9,5,4,0,1
,SOUTH DAKOTA ,Stanley,2,0,1,0,1,12,5,4,3,0
,SOUTH DAKOTA ,Sully,6,0,0,0,6,7,3,2,2,0
,SOUTH DAKOTA ,Tripp,0,0,0,0,0,19,2,16,1,0
,SOUTH DAKOTA ,Walworth,3,0,2,0,1,4,1,2,1,0
,SOUTH DAKOTA ,Yankton,11,0,0,0,11,64,22,35,7,0
,SOUTH DAKOTA ,Ziebach,0,0,0,0,0,0,0,0,0,0
TENNESSEE - Metropolitan Counties,TENNESSEE ,Anderson,140,1,14,4,121,534,149,301,84,3
,TENNESSEE ,Blount,363,1,42,10,310,956,281,567,108,5
,TENNESSEE ,Bradley,195,0,9,10,176,898,212,563,123,1
,TENNESSEE ,Campbell,48,0,13,1,34,367,178,153,36,5
,TENNESSEE ,Cannon,20,0,0,0,20,85,38,29,18,1
,TENNESSEE ,Carter,62,1,2,3,56,519,109,375,35,3
,TENNESSEE ,Cheatham,108,0,5,4,99,332,52,230,50,5
,TENNESSEE ,Chester,11,0,4,0,7,44,12,30,2,0
,TENNESSEE ,Crockett,18,0,2,1,15,77,21,38,18,0
,TENNESSEE ,Dickson,111,0,18,0,93,421,105,253,63,5
,TENNESSEE ,Fayette,59,1,2,9,47,251,62,145,44,1
,TENNESSEE ,Gibson,75,0,4,26,45,227,93,101,33,2
,TENNESSEE ,Grainger,38,0,6,0,32,191,28,131,32,2
,TENNESSEE ,Hamblen,125,0,9,10,106,518,130,301,87,3
,TENNESSEE ,Hamilton,270,4,18,10,238,"1,472",315,980,177,4
,TENNESSEE ,Hartsville/Trousdale,37,0,4,3,30,149,52,84,13,1
,TENNESSEE ,Hawkins,61,0,6,1,54,640,191,361,88,3
,TENNESSEE ,Jefferson,90,0,12,9,69,416,122,247,47,3
,TENNESSEE ,Knox,680,7,66,43,564,"3,499",566,"2,452",481,18
,TENNESSEE ,Loudon,109,0,4,1,104,382,86,257,39,0
,TENNESSEE ,Macon,51,0,0,0,51,128,38,65,25,0
,TENNESSEE ,Madison,107,2,4,8,93,465,133,268,64,1
,TENNESSEE ,Marion,56,0,2,1,53,231,43,132,56,0
,TENNESSEE ,Maury,167,4,22,5,136,489,79,310,100,2
,TENNESSEE ,Montgomery,117,1,5,3,108,641,173,408,60,0
,TENNESSEE ,Morgan,72,1,7,2,62,297,79,153,65,3
,TENNESSEE ,Polk,52,1,2,2,47,379,77,243,59,2
,TENNESSEE ,Roane,49,0,6,2,41,341,101,186,54,1
,TENNESSEE ,Robertson,76,2,5,6,63,246,60,160,26,2
,TENNESSEE ,Rutherford8,191,6,17,7,161,,99,451,,7
,TENNESSEE ,Sequatchie,33,0,2,0,31,136,24,75,37,3
,TENNESSEE ,Shelby,706,2,34,74,596,"2,700",637,"1,759",304,9
,TENNESSEE ,Smith,25,0,4,0,21,174,48,103,23,2
,TENNESSEE ,Stewart,25,0,1,0,24,111,46,51,14,1
,TENNESSEE ,Sullivan,305,3,28,16,258,"1,262",281,801,180,14
,TENNESSEE ,Sumner,150,0,16,5,129,433,105,275,53,2
,TENNESSEE ,Tipton,126,4,11,8,103,448,115,273,60,1
,TENNESSEE ,Unicoi,27,1,1,4,21,106,29,65,12,1
,TENNESSEE ,Union,35,0,6,1,28,218,57,139,22,2
,TENNESSEE ,Washington,208,2,18,5,183,716,196,425,95,0
,TENNESSEE ,Williamson,77,2,10,5,60,323,80,221,22,1
,TENNESSEE ,Wilson,111,3,0,3,105,631,143,416,72,2
TENNESSEE - Nonmetropolitan Counties,TENNESSEE ,Bedford,51,0,7,0,44,265,79,163,23,2
,TENNESSEE ,Benton,31,0,4,1,26,223,83,107,33,1
,TENNESSEE ,Carroll,27,1,1,1,24,188,77,85,26,1
,TENNESSEE ,Claiborne,49,0,5,3,41,321,97,171,53,1
,TENNESSEE ,Clay,13,0,2,0,11,27,10,13,4,0
,TENNESSEE ,Cocke,81,0,7,0,74,436,146,201,89,3
,TENNESSEE ,Coffee,48,0,4,4,40,203,45,127,31,0
,TENNESSEE ,Cumberland,38,0,2,1,35,710,197,423,90,4
,TENNESSEE ,Decatur,13,1,0,0,12,124,45,57,22,0
,TENNESSEE ,DeKalb,10,0,2,0,8,116,20,81,15,3
,TENNESSEE ,Dyer,26,1,3,1,21,231,47,147,37,4
,TENNESSEE ,Fentress,29,0,1,3,25,200,61,120,19,0
,TENNESSEE ,Franklin,104,0,3,1,100,297,43,200,54,3
,TENNESSEE ,Giles,53,2,9,2,40,230,54,143,33,4
,TENNESSEE ,Greene,165,1,18,9,137,938,249,531,158,8
,TENNESSEE ,Grundy,92,1,8,0,83,235,48,143,44,5
,TENNESSEE ,Hancock,1,0,0,0,1,74,1,66,7,0
,TENNESSEE ,Hardeman,62,0,4,8,50,209,88,96,25,3
,TENNESSEE ,Hardin,27,1,1,4,21,372,118,190,64,1
,TENNESSEE ,Haywood,30,0,6,1,23,145,61,63,21,1
,TENNESSEE ,Henderson,116,0,12,1,103,308,116,137,55,4
,TENNESSEE ,Henry,55,0,6,1,48,364,102,221,41,5
,TENNESSEE ,Hickman,91,3,13,3,72,314,62,192,60,3
,TENNESSEE ,Houston,15,0,0,0,15,85,22,52,11,0
,TENNESSEE ,Humphreys,46,1,5,0,40,155,60,73,22,2
,TENNESSEE ,Jackson,34,4,3,0,27,102,23,58,21,1
,TENNESSEE ,Johnson,52,1,8,1,42,201,48,119,34,0
,TENNESSEE ,Lake,5,0,1,0,4,34,7,24,3,0
,TENNESSEE ,Lauderdale,55,1,5,2,47,249,101,131,17,2
,TENNESSEE ,Lewis,27,0,2,0,25,91,36,40,15,1
,TENNESSEE ,Lincoln,87,1,8,3,75,320,114,171,35,3
,TENNESSEE ,Marshall,31,0,3,2,26,94,5,76,13,0
,TENNESSEE ,McMinn,80,2,3,6,69,543,113,310,120,6
,TENNESSEE ,McNairy,70,0,3,4,63,266,66,147,53,7
,TENNESSEE ,Meigs,58,1,7,0,50,294,87,161,46,8
,TENNESSEE ,Monroe,170,1,9,2,158,867,306,422,139,11
,TENNESSEE ,Moore,15,0,4,0,11,59,11,43,5,0
,TENNESSEE ,Obion,18,1,0,0,17,163,26,121,16,0
,TENNESSEE ,Overton,13,0,1,0,12,70,15,46,9,0
,TENNESSEE ,Perry,7,0,1,0,6,72,15,51,6,2
,TENNESSEE ,Pickett,5,0,3,0,2,45,12,27,6,0
,TENNESSEE ,Putnam,127,0,20,3,104,625,159,377,89,7
,TENNESSEE ,Rhea,70,0,3,6,61,234,51,154,29,1
,TENNESSEE ,Scott,40,0,0,0,40,157,46,92,19,0
,TENNESSEE ,Sevier,208,1,23,4,180,893,225,525,143,2
,TENNESSEE ,Van Buren,6,0,0,0,6,57,7,42,8,0
,TENNESSEE ,Warren,88,1,4,0,83,313,81,187,45,6
,TENNESSEE ,Wayne,12,0,3,0,9,65,7,47,11,0
,TENNESSEE ,Weakley,36,1,1,2,32,89,33,48,8,1
,TENNESSEE ,White,59,3,9,2,45,269,51,180,38,0
TEXAS - Metropolitan Counties,TEXAS ,Atascosa,83,4,3,8,68,520,136,317,67,0
,TEXAS ,Austin,14,0,6,0,8,100,48,36,16,3
,TEXAS ,Bandera,34,1,24,2,7,284,108,134,42,0
,TEXAS ,Bastrop,162,3,45,15,99,646,234,348,64,0
,TEXAS ,Bell8,83,2,28,6,47,683,157,495,31,
,TEXAS ,Bexar,627,10,166,79,372,"5,166",975,"3,770",421,49
,TEXAS ,Bowie,80,0,20,5,55,349,113,191,45,11
,TEXAS ,Brazoria,171,0,20,35,116,"1,226",251,838,137,2
,TEXAS ,Brazos,49,1,11,0,37,305,75,199,31,2
,TEXAS ,Burleson,26,0,5,0,21,112,54,50,8,0
,TEXAS ,Caldwell,33,0,0,5,28,114,39,59,16,1
,TEXAS ,Callahan,8,0,1,1,6,37,15,16,6,0
,TEXAS ,Cameron,164,1,51,15,97,937,324,564,49,2
,TEXAS ,Carson,11,0,2,0,9,36,11,20,5,0
,TEXAS ,Clay,25,0,9,5,11,124,65,40,19,3
,TEXAS ,Collin,76,3,35,3,35,346,93,204,49,0
,TEXAS ,Comal8,,0,44,2,,517,161,320,36,0
,TEXAS ,Coryell,7,0,0,0,7,75,10,61,4,0
,TEXAS ,Crosby5,4,0,0,0,4,19,11,5,3,0
,TEXAS ,Dallas,50,1,20,2,27,236,44,155,37,0
,TEXAS ,Denton,75,0,29,1,45,486,125,326,35,0
,TEXAS ,Ector,109,4,6,22,77,"1,554",271,"1,020",263,1
,TEXAS ,Ellis,118,0,27,5,86,412,92,280,40,0
,TEXAS ,El Paso,243,8,44,10,181,668,141,470,57,3
,TEXAS ,Falls,17,1,4,0,12,53,14,33,6,0
,TEXAS ,Fort Bend5,836,6,126,145,559,"3,969",595,"3,166",208,20
,TEXAS ,Galveston,128,1,14,16,97,693,196,428,69,6
,TEXAS ,Goliad,13,0,4,0,9,95,27,54,14,0
,TEXAS ,Grayson,91,1,27,4,59,398,127,209,62,1
,TEXAS ,Gregg,67,0,15,3,49,417,107,244,66,0
,TEXAS ,Guadalupe,71,3,30,5,33,448,126,283,39,20
,TEXAS ,Hardin,45,3,5,6,31,301,100,144,57,5
,TEXAS ,Harris3,,86,591,"2,271",,"41,708","7,640","28,113","5,955",176
,TEXAS ,Harrison5,61,4,6,6,45,494,135,307,52,0
,TEXAS ,Hays,135,2,17,8,108,656,175,449,32,0
,TEXAS ,Hidalgo,522,4,121,101,296,"3,489","1,022","2,286",181,19
,TEXAS ,Hudspeth5,3,0,0,0,3,32,20,4,8,0
,TEXAS ,Irion5,4,0,1,0,3,30,7,20,3,0
,TEXAS ,Jefferson,51,0,1,6,44,381,97,233,51,5
,TEXAS ,Johnson,213,1,35,7,170,675,164,420,91,4
,TEXAS ,Jones,1,1,0,0,0,49,21,23,5,0
,TEXAS ,Kaufman,143,2,58,8,75,571,162,330,79,0
,TEXAS ,Kendall,14,0,7,0,7,111,29,68,14,1
,TEXAS ,Lampasas,11,0,0,0,11,70,31,38,1,0
,TEXAS ,Liberty,177,2,46,4,125,666,237,331,98,5
,TEXAS ,Lubbock,25,1,9,0,15,366,79,254,33,1
,TEXAS ,Lynn,0,0,0,0,0,25,7,11,7,0
,TEXAS ,Martin,3,0,1,0,2,39,4,34,1,0
,TEXAS ,McLennan,68,0,23,2,43,424,137,225,62,6
,TEXAS ,Medina,75,1,20,4,50,336,96,200,40,2
,TEXAS ,Midland,100,4,3,7,86,559,86,362,111,5
,TEXAS ,Montgomery,847,10,107,132,598,"4,918",979,"3,421",518,23
,TEXAS ,Nueces,71,2,13,5,51,258,49,198,11,1
,TEXAS ,Oldham,2,0,0,0,2,6,2,3,1,0
,TEXAS ,Orange,70,0,20,7,43,541,178,268,95,1
,TEXAS ,Parker,136,2,40,6,88,825,224,523,78,3
,TEXAS ,Potter5,34,0,3,0,31,194,43,126,25,0
,TEXAS ,Randall,54,0,24,6,24,248,70,156,22,2
,TEXAS ,Robertson,6,0,1,1,4,86,20,55,11,1
,TEXAS ,Rockwall,13,0,4,0,9,110,20,66,24,0
,TEXAS ,Rusk,65,0,7,2,56,536,207,279,50,10
,TEXAS ,San Patricio,41,3,0,1,37,258,71,167,20,0
,TEXAS ,Smith,272,8,55,7,202,"1,345",409,747,189,3
,TEXAS ,Sterling5,1,0,0,0,1,4,1,3,0,0
,TEXAS ,Tarrant,109,4,34,11,60,728,213,458,57,6
,TEXAS ,Taylor,35,0,6,1,28,107,46,52,9,0
,TEXAS ,Tom Green,20,1,17,0,2,260,104,133,23,2
,TEXAS ,Travis,837,6,123,50,658,"3,090",701,"2,158",231,22
,TEXAS ,Upshur,74,4,6,2,62,235,121,92,22,0
,TEXAS ,Victoria,77,3,19,1,54,372,118,221,33,0
,TEXAS ,Waller,71,0,35,3,33,349,93,238,18,0
,TEXAS ,Webb,71,0,10,4,57,250,95,155,0,1
,TEXAS ,Wichita,32,1,1,0,30,139,60,59,20,1
,TEXAS ,Williamson5,195,2,52,17,124,"1,394",304,"1,010",80,8
,TEXAS ,Wilson,15,0,2,0,13,188,80,97,11,1
,TEXAS ,Wise5,110,3,23,6,78,351,101,209,41,7
TEXAS - Nonmetropolitan Counties,TEXAS ,Anderson,54,0,2,6,46,350,121,188,41,0
,TEXAS ,Andrews,17,0,2,0,15,80,18,50,12,0
,TEXAS ,Angelina,96,0,24,3,69,492,152,274,66,1
,TEXAS ,Aransas,76,0,18,3,55,264,94,152,18,0
,TEXAS ,Bailey,10,1,0,0,9,28,8,19,1,0
,TEXAS ,Bee5,31,1,6,1,23,145,40,88,17,5
,TEXAS ,Blanco,9,0,1,0,8,36,13,22,1,1
,TEXAS ,Bosque,2,0,0,0,2,51,22,25,4,1
,TEXAS ,Brewster,8,0,3,1,4,13,6,7,0,1
,TEXAS ,Briscoe5,1,0,0,0,1,7,1,6,0,0
,TEXAS ,Brooks,0,0,0,0,0,0,0,0,0,0
,TEXAS ,Brown,21,0,0,0,21,153,65,82,6,1
,TEXAS ,Burnet5,55,0,20,1,34,175,42,99,34,0
,TEXAS ,Calhoun,34,0,9,0,25,93,26,51,16,0
,TEXAS ,Camp,2,0,0,0,2,74,28,35,11,0
,TEXAS ,Cass5,39,0,4,3,32,208,93,85,30,3
,TEXAS ,Castro5,2,1,0,0,1,20,7,11,2,0
,TEXAS ,Cherokee5,85,1,10,2,72,418,143,229,46,1
,TEXAS ,Childress,0,0,0,0,0,10,6,3,1,0
,TEXAS ,Colorado5,12,0,2,0,10,102,16,65,21,0
,TEXAS ,Comanche,2,0,0,0,2,61,19,36,6,2
,TEXAS ,Concho,11,0,0,0,11,9,2,7,0,0
,TEXAS ,Cooke,16,0,4,1,11,116,49,59,8,1
,TEXAS ,"Crockett3,5",3,0,0,1,2,,,11,0,0
,TEXAS ,Culberson,0,0,0,0,0,0,0,0,0,0
,TEXAS ,Dallam,1,0,0,0,1,3,3,0,0,0
,TEXAS ,Dawson,4,0,0,1,3,51,19,30,2,0
,TEXAS ,Deaf Smith5,6,0,1,0,5,53,14,35,4,0
,TEXAS ,Delta,2,0,0,0,2,29,10,18,1,0
,TEXAS ,DeWitt3,32,2,7,0,23,,,75,7,0
,TEXAS ,Dimmit,9,0,1,0,8,116,21,88,7,0
,TEXAS ,Donley,5,0,0,2,3,37,10,22,5,2
,TEXAS ,Duval,17,0,1,0,16,122,36,56,30,2
,TEXAS ,Eastland,2,0,2,0,0,32,12,12,8,0
,TEXAS ,Edwards,3,0,1,0,2,21,11,10,0,0
,TEXAS ,Erath,34,1,2,0,31,123,66,47,10,2
,TEXAS ,Fannin,35,0,10,1,24,172,94,63,15,0
,TEXAS ,Fayette,19,0,3,2,14,111,35,73,3,0
,TEXAS ,Floyd,23,0,5,1,17,36,11,23,2,0
,TEXAS ,Foard,0,0,0,0,0,0,0,0,0,0
,TEXAS ,Franklin,17,1,0,1,15,51,21,26,4,0
,TEXAS ,Freestone,17,0,0,1,16,109,39,63,7,2
,TEXAS ,Frio,28,2,0,0,26,57,22,32,3,0
,TEXAS ,Gaines,10,0,4,0,6,82,27,43,12,0
,TEXAS ,Garza,7,0,0,0,7,35,15,17,3,0
,TEXAS ,Gillespie,5,1,2,0,2,47,9,35,3,2
,TEXAS ,Glasscock5,0,0,0,0,0,19,2,16,1,0
,TEXAS ,Gonzales,11,0,2,1,8,100,31,66,3,1
,TEXAS ,Gray,7,0,1,1,5,97,35,51,11,1
,TEXAS ,Grimes,8,0,0,0,8,122,39,73,10,4
,TEXAS ,Hale,26,0,0,0,26,66,22,42,2,0
,TEXAS ,Hall5,1,0,0,0,1,12,7,3,2,0
,TEXAS ,Hansford,5,0,1,0,4,9,3,2,4,0
,TEXAS ,Hartley,1,0,0,0,1,7,5,2,0,0
,TEXAS ,Haskell,0,0,0,0,0,13,5,7,1,0
,TEXAS ,Hemphill,1,0,0,0,1,28,7,18,3,0
,TEXAS ,Henderson,153,3,40,6,104,611,234,329,48,0
,TEXAS ,Hill5,50,0,13,3,34,280,96,150,34,5
,TEXAS ,Hockley,7,0,2,1,4,97,46,45,6,1
,TEXAS ,Hood,71,2,13,3,53,391,111,244,36,2
,TEXAS ,Hopkins,16,2,8,0,6,70,26,33,11,2
,TEXAS ,Houston5,10,0,1,1,8,101,33,58,10,0
,TEXAS ,Howard,33,1,2,0,30,185,38,117,30,1
,TEXAS ,Hutchinson,15,0,5,0,10,70,14,44,12,0
,TEXAS ,Jack,5,1,0,0,4,58,10,27,21,0
,TEXAS ,Jackson,4,0,1,0,3,52,12,32,8,0
,TEXAS ,Jasper,69,1,20,3,45,317,111,168,38,6
,TEXAS ,Jim Wells,109,2,12,1,94,344,178,141,25,6
,TEXAS ,Karnes,2,0,0,0,2,92,39,42,11,1
,TEXAS ,Kenedy5,2,0,0,0,2,5,1,2,2,0
,TEXAS ,Kent,2,0,1,0,1,9,0,8,1,0
,TEXAS ,Kerr,30,0,14,0,16,155,45,106,4,0
,TEXAS ,Kimble,0,0,0,0,0,11,2,7,2,0
,TEXAS ,Kinney,0,0,0,0,0,1,1,0,0,0
,TEXAS ,Kleberg,31,0,0,0,31,56,15,37,4,1
,TEXAS ,Knox,1,0,1,0,0,12,3,9,0,0
,TEXAS ,Lamar,34,2,12,1,19,144,31,103,10,0
,TEXAS ,Lamb,5,0,3,0,2,42,9,26,7,3
,TEXAS ,La Salle,2,0,0,0,2,37,6,31,0,0
,TEXAS ,Lavaca,16,1,10,0,5,47,20,24,3,0
,TEXAS ,Lee,19,1,6,0,12,76,24,45,7,0
,TEXAS ,Leon5,16,1,0,0,15,129,38,84,7,2
,TEXAS ,Limestone,26,0,2,0,24,106,49,48,9,1
,TEXAS ,Lipscomb,4,0,2,0,2,30,2,17,11,0
,TEXAS ,Llano,11,0,0,2,9,79,32,43,4,0
,TEXAS ,Madison,7,0,2,0,5,64,21,38,5,0
,TEXAS ,Marion,38,1,4,1,32,124,52,67,5,0
,TEXAS ,Mason,1,0,0,0,1,17,7,9,1,0
,TEXAS ,Matagorda,57,2,7,2,46,306,96,184,26,0
,TEXAS ,McCulloch,0,0,0,0,0,14,6,6,2,0
,TEXAS ,McMullen,1,0,0,0,1,18,5,12,1,0
,TEXAS ,Menard,1,0,0,0,1,13,13,0,0,0
,TEXAS ,Milam,18,0,0,1,17,74,20,47,7,0
,TEXAS ,Mills,2,0,0,0,2,14,6,7,1,0
,TEXAS ,Mitchell,0,0,0,0,0,29,12,12,5,0
,TEXAS ,Montague,28,0,2,3,23,87,31,45,11,0
,TEXAS ,Moore,3,0,1,0,2,36,13,19,4,0
,TEXAS ,Morris,6,0,3,0,3,70,26,39,5,0
,TEXAS ,Motley,1,0,0,0,1,4,1,3,0,0
,TEXAS ,Nacogdoches,60,1,7,0,52,309,100,179,30,0
,TEXAS ,Navarro,53,2,14,2,35,281,110,143,28,4
,TEXAS ,Newton,22,1,0,0,21,109,39,52,18,1
,TEXAS ,Nolan,5,0,0,0,5,20,6,12,2,0
,TEXAS ,Ochiltree,3,0,0,0,3,29,13,15,1,0
,TEXAS ,Palo Pinto,4,0,0,1,3,98,32,49,17,0
,TEXAS ,Parmer,5,0,1,0,4,11,2,7,2,0
,TEXAS ,Pecos,0,0,0,0,0,91,18,64,9,1
,TEXAS ,Polk,70,1,12,1,56,521,178,298,45,4
,TEXAS ,Presidio5,0,0,0,0,0,3,0,2,1,0
,TEXAS ,Rains,18,0,1,0,17,102,28,63,11,0
,TEXAS ,Reagan5,8,0,0,0,8,58,12,40,6,0
,TEXAS ,Real5,4,0,0,0,4,46,18,25,3,0
,TEXAS ,Red River,12,0,4,0,8,46,20,23,3,0
,TEXAS ,Reeves,4,0,0,1,3,107,0,105,2,0
,TEXAS ,Refugio,8,0,0,0,8,48,12,32,4,0
,TEXAS ,Roberts,0,0,0,0,0,7,0,7,0,0
,TEXAS ,Runnels5,1,0,0,0,1,15,7,8,0,0
,TEXAS ,Sabine,36,0,5,0,31,126,61,51,14,1
,TEXAS ,San Augustine,21,0,3,1,17,52,22,23,7,1
,TEXAS ,San Jacinto,42,0,16,2,24,360,144,168,48,0
,TEXAS ,San Saba,8,0,0,0,8,34,25,7,2,0
,TEXAS ,Schleicher,0,0,0,0,0,27,3,21,3,0
,TEXAS ,Scurry,7,0,2,0,5,27,10,15,2,0
,TEXAS ,Sherman,1,0,1,0,0,4,4,0,0,0
,TEXAS ,Somervell,5,1,1,1,2,35,6,28,1,0
